job_title,company_name,apply_link,google_job_link,job_description
Python Engineer,Canonical,https://uk.linkedin.com/jobs/view/python-engineer-at-canonical-3735662423?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DkbRERKG8QBlSivahAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionLocation: Silesia/KatowiceWorking Environment: The position is remote, with occasional office visits (at least regularly and when required) to foster better team collaboration and build stronger relationships.We are looking for a talented and passionate Python Developer with Flask experience to join our team in the MedTech sector. As part of our growing company, you will have the opportunity to... work on exciting projects, collaborating with a team of experienced developers."
Senior Python Developer - Hybrid Remote,"Keller Williams Realty, Old Town Alexandria, VA",https://uk.linkedin.com/jobs/view/senior-python-developer-hybrid-remote-at-keller-williams-realty-old-town-alexandria-va-4138003779?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DbX4ExPE1nAJ18I8OAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionThis is a general track role, hiring for every team at Canonical who works in Python, across all levels of seniority. Apply here if you believe you are already an outstanding Python engineer.Canonical works across the entire open source spectrum. Canonical Ubuntu is well-known as a developer favourite and enterprise-friendly Linux. Our web services and system utilities are often written in Pytho...n, which we choose where collaboration with other teams, ecosystems and communities is more important than raw performance.We hire Python Developers with a passion for open-source software, innovation, and cutting-edge technologies. We also look for colleagues who understand that a great product is more than code – it is ready for the unexpected, it is well documented, it is comprehensively tested, it is tastefully presented in its CLI or GUI. At Canonical, you will have the opportunity to make significant contributions through high-quality, idiomatic Python code.Your team will own a product that may comprise several codebases. These may be intended to run on servers, or on Kubernetes, or on the desktop, or as web services for Ubuntu clients. They may be utilities or frameworks or tools, or part of our production process.Additionally, this role will give you the opportunity to engage with the broader open-source community. We're looking for individuals who can help build a thriving community, contribute to a broad range of technologies, and ensure seamless software operations at scale.Location: we have remote Python engineering roles in every time zone.What your day will look like• Write high-quality, well-designed and well-tested Python software• Collaborate proactively with a globally distributed team• Display technical leadership at Canonical and in our communities• Debug issues and produce high-quality code to fix them• Contribute to technical documentation with the aim to make it the best of its kind• Work from home with global travel twice a year for company eventsWhat we are looking for in you• An exceptional academic track record from both high school and university• Undergraduate degree in Computer Science or STEM, or a compelling narrative about your alternative path• Drive and a track record of going above-and-beyond expectations• Well-organised, self-starting and able to deliver to schedule• Professional manner interacting with colleagues, partners, and community• Experience writing thoroughly designed, modern, maintainable Python• Conscientiousness and detail orientation, with a focus on performance• Professional written and spoken English• Experience with Linux (Debian or Ubuntu preferred)• Excellent interpersonal skills, curiosity, flexibility, and accountability• Passion, thoughtfulness, and self-motivation• Excellent communication and presentation skills• Result-oriented, with a personal drive to meet commitments• Ability to travel twice a year, for company events up to two weeks eachAdditional Skills That You Might Also Bring• Experience with container technologies such as LXD, Docker and Kubernetes• Understanding of build systems and toolchains, including for cross-compilation• Additional languages, particularly Golang or Rust, C or C++• Deep quality and test engineering• Web or Flutter front-end experience• REST and gRPC API experience• SQL and NoSQL data store expertise• Experience with public clouds or OpenStack• Experience with Debian/Ubuntu packaging• Experience with systems programming or scalable web services• Performance engineering and security experienceWhat we offer youWe consider geographical location, experience, and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay, we offer a performance-driven annual bonus. We provide all team members with additional benefits, which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally.• Distributed work environment with twice-yearly team sprints in person• Personal learning and development budget of USD 2,000 per year• Annual compensation review• Recognition rewards• Annual holiday leave• Maternity and paternity leave• Employee Assistance Programme• Opportunity to travel to new locations to meet colleagues• Priority Pass, and travel upgrades for long haul company eventsAbout CanonicalCanonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu, one of the most important open source projects and the platform for AI, IoT and the cloud, we are changing the world on a daily basis. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed, we need to be the best at what we do. Canonical has been a remote-first company since its inception in 2004. Working here is a step into the future, and will challenge you to think differently, work smarter, learn new skills, and raise your game.Canonical is an equal opportunity employerWe are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration."
Python Developer,Heat Recruitment,https://www.reed.co.uk/jobs/python-developer/54319389?source=searchResults&filter=/jobs/heat-recruitment/p2594&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DRJfBK0Zuo3fCS9hAAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionSenior Python Developer Backend - Hybrid RemoteLocation:3 days from home / 2 days in NW LondonSalary:Circa 90K 97K + BenefitsSenior Python Developerrequired by revolutionary, tech-focused Company!This is a challenging, key role developing scalable, high-quality, enterprise-grade products and mentoring peersEssential• Strong experience in Python backend development (Flask, FastAPI, or si...milar)• Proven ability to design and build REST APIs.• Hands-on experience withGoogle Cloud Platform (GCP)• Proficiency with containerisation tools like Docker/Kubernetes• Experience with CI/CD• Deep understanding of coding standards & architectural patterns• Excellent communications skillsAn excellent opportunity to shape the future of technology in a forward-thinking, friendly environment with plenty of scope career progression!Apply now for full details!"
"Senior Python Developer, Backend Developer, Flask",Experis,https://www.cv-library.co.uk/job/222983049/Senior-Python-Developer-Backend-Developer-Flask?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DpYybrZ7pYNePXG1hAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionPython Developer / Python / PyTorch / MLOps / AIRole: Python DeveloperLocation: London - Hybrid/Remote options availableSalary: £70,000 - £100,000 - Dependent on experienceA fantastic opportunity to work in a highly innovative AI Consultancy. You will be developing models and algorithms for their products and will be able to see the benefits that the AI products have within the world. They...’re considering mid-senior and lead developers for this position. Their tech stack is Python, PyTorch/TensorFlow.Machine Learning Engineer Specification:• 4+ years Python experience• ML/AI experience• Experience with Python frameworks, such as PyTorch and TensorFlow• Build and Maintain Data processing pipelines• Degree in Computer Science or similarBenefits• Hybrid Working• Pension• Learning & DevelopmentIf you have the desired skills and experience and would like to hear more about the opportunity, then please feel free to send me your CV and I will call you in the strictest confidence"
Senior Python Developer (with .NET) [J105],SKM Group,https://wellfound.com/jobs/3171291-senior-python-developer-with-net-j105?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DWQYMvljqE25hUDYtAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job description£70-90k + Benefits2 days on site in North London3 days remoteI am recruting for a talented and driven Backend Engineer to join a dynamic team, focused on the creation and deployment of innovative software solutions. As a Backend Engineer, you will work closely with cross-functional teams, including engineering, product management, design, and quality assurance, to develop cutting-edge features t...hat power our platform.Key Responsibilities:• Collaborate with cross-functional teams: Contribute to the development of new features by working alongside engineering, product management, design, and QA teams.• Promote best practices: Advocate and enforce coding standards, architectural patterns, and best practices. Your in-depth knowledge of backend technologies will help guide and support your peers, ensuring high-quality code.• Automation and process improvement: Increase development efficiency, reliability, and scalability by creating automated processes that streamline workflows.• Foster engineering excellence: Promote engineering best practices across the team and inspire your peers to improve their skills and capabilities.• Knowledge sharing: Actively engage with the engineering community, contributing to knowledge-sharing initiatives and events. Share your expertise to motivate and mentor your team.Required Skills:• Proven experience designing and building REST APIs (ideally with Flask, FastAPI, or similar frameworks).• Expertise in designing architectures that meet scalability, reliability, and security goals.• Strong problem-solving skills, particularly in product development.• Solid understanding of backend best practices, coding standards, and architectural patterns.• Experience in automating builds (CI/CD), feature flags, and automated testing.Bonus Skills:• Experience with message-driven systems (e.g., Google Pub/Sub).• Proficiency in relational databases (RDBMS), particularly with Postgres.• Familiarity with NoSQL databases (document store/key-value store) is a plus.• Experience with containerization technologies (Docker, Kubernetes).• Hands-on experience with Google Cloud Platform (GCP) and configuration management (ideally using Terraform).• Familiarity with Google Cloud Build for CI/CD actions, deployments, and builds.People Source Consulting Ltd is acting as an Employment Agency in relation to this vacancy. People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."
Snr Software Engineer - Python,hackajob on-demand,https://hackajob.com/job/5ddbfae2-3fb9-11ef-8dee-0233fbd1aab3-snr-software-engineer-python?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3Dh2rxJuOb0MJtjSzyAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionWe are a software house with a 18-year history, a rich portfolio, projects all over the world and an appetite for more. We have built our brand on professionalism and flexibility in delivering software solutions. We are not afraid of unconventional ideas and value innovation and imaginative change.We are currently looking for a senior Senior Python Developer (with .NET) for our team.Job Descri...ption:You will be joining a team of skilled professionals and contributing to tax solution / automation projects. Ideal candidates would have a tax domain knowledge and tax tech experience, though this is not a mandatory requirementRequirements:• Expertise in Python for back-end development.• Experience with building fast, scalable RESTful APIs using FastAPI.• Experience with Azure services (e.g., Azure Functions, Azure Storage) for hosting and scaling applications.• Experience with microservices architecture and design patterns• Strong knowledge of containerization with Docker and Kubernetes• Expertise in database technologies including MS SQL, NoSQL, and Redis• Proficiency with Node.js and npm as a user• Strong testing experience with PyTest• Understanding of authentication mechanisms (OAuth, JWT)• Experience with profiling tools and static code analysis• Familiarity with development tools (Postman, Fiddler, Web Developer tools)Preferred Experience:• Experience with .NET Core and C# development• Knowledge of ASP.NET MVC Core and WebAPI• Understanding of Entity Framework Core, including Unit of Work and Repository patterns• Experience with MediatR pattern implementation• Proficiency with Visual Studio and Visual Studio Code• Experience with dependency injection frameworks (.NET Core, Autofac)• Additional testing experience with xUnit and MS Test for both unit and integration testing• Experience converting POC applications to production-ready systems• Knowledge of CI/CD pipelines for seamless deploymentProfessional Qualities:• Commitment to quality delivery and professional standards in all aspects of work• Strong attention to detail in development practices, including thorough testing and adherence to established workflows• Strong problem-solving skills and ability to optimize code for high performance and low latency• Proven track record of taking ownership and responsibility for development areas• Excellent presentation skills with ability to effectively communicate technical work to various stakeholders• Strong proactive approach to communication, including: active identification and communication of blockers, regular progress updates, initiative in supporting team members• Demonstrated ""can-do"" attitude and strong team collaboration skills• Mature approach to feedback, including: constructive reception of improvement suggestions, ability to provide actionable feedback with clear problem statements and improvement proposals, focus on benefits and solutions when addressing challenges• Proactive approach to learning new technologies and best practices• Ability to collaborate with cross-functional teamsWhat do we offer you?• Attractive salary• Large freedom and real influence• No unhealthy competition, team approach to meeting challenges• Remote or hybrid work model• Company apartments in cool cities across Europe: work and enjoy a memorable getaway"
"Software Developer, Platform Support, Python, COR7139",Corriculo Ltd,https://www.totaljobs.com/job/software-developer-platform-support-python-cor7139/corriculo-ltd-job104142000?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DBtvijXYzfiPCsgFbAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionSenior Python Engineer - Contract - Outside IR35 - 3 months - RemoteNearform are looking for a Senior Python Developer who can help one of their enterprise clients translate their requirements into functional and appealing interactive applications. You would be responsible for building server-side components of these applications. You will be outcome driven, and have a drive to deliver the best ...quality output for our clients within specific timeframes. You will be working in high performing software teams who are distributed across different locations.• Designing & building cloud-based applications using server side technologies including Python and SQL. JavaScript frameworks, specifically Node.js is highly desirable• Experience with FastAPI and Pydantic• Supporting system design, development and maintenance and take responsibility for personal technical quality standards within the project team.• Assisting with defining structured practices, especially in source code management, building and deployment• Designing and implementing data storage solutions• Implementing security and data protection• Executing meticulous automated tests in line with best practice• Troubleshooting and debugging applications• Optimising applications for maximum speed and scalability• Using appropriate tools to maintain version control and build processes• Getting feedback from, and building solutions for, users and clients• Working with and supporting the Delivery Architect (team lead) in project execution and timely delivery• Collaborating with client teams• Writing documentation and guides• Following new and emerging technologies• Contributing to NearForm tooling and open-source projects• Understand and embrace the NearForm cultureRequirementsAs a Senior Developer you will be largely focused on the server side of the application development process. We are keen to hire people who can hit the ground running, as such, there are some skills and experience we really need you to have:• Experience delivering at a Senior Developer level in an enterprise environment• Practical experience of delivering in an agile environment• Practical experience of knowledge of developing real-world solutions and platforms• Deep understanding of server side code, with experience developing in Python and utilising SQL• Deep understanding of ELT/ETL pipelines and toolchains• Deep understanding of Relational and Document data stores• Deep understanding of how modern web services are built• Deep understanding of modern testing methodologies, tools and practices• Deep understanding of versioning control tools including Git• Understanding of tools such as AWS serverless compute, Apigee, CloudRun and containerisation• Understanding of security and performance considerations• Understanding of architectural and design patterns in one or more of AWS/GCP/Azure.• Understanding of deployment tools and systems integration• Understanding with a wide variety of open-source technologies and tools• Excellent analytical and multitasking skills• Excellent communication and collaboration skills• Empathy and people skills"
Middle Python Developer,Miratech,https://builtin.com/job/middle-python-developer/4196002?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DIgwAiN_V7QcYlUlSAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionSoftware Developer, Platform Support, Python, COR7139This is a great time for an experienced Software Support Developer with strong Python skills, to consider joining an Oxfordshire-based scale-up in the Medtech sector. The Software Support Developer will be supporting hospitals across the UK, Europe and US, that are using our client's patient-monitoring platform, troubleshooting and resolving i...ssues related to the software (predominantly involving Python) as well as hardware and network issues. As well as working to resolve issues, the Software Support Developer will use their Python coding skills to proactively develop improved monitoring and alerting systems, develop automations, better tooling and workflows, whilst also identifying opportunities for product enhancements.The CompanyThe Software Support Developer will be joining a company whose platform has been scientifically proven to deliver safer, high-quality and efficient patient care, at an exciting time of growth and expansion into new markets. As a well-funded scale-up, they offer an entrepreneurial team spirit, where you'll be contributing directly to the team's success. Working predominantly remotely, you'd ideally be onsite a couple of times each month, although there will be other opportunities for meeting up as a team off-site.Benefits• Predominantly remote working• 25 days' holiday, with the ability to purchase more• Private health insurance• Personal Learning & Development budget• Wellbeing daysWhat’s required to be successful in this role?• Experience of investigating and resolving bugs and performance issues and implementing solutions for software products and platforms• Experience of creating, testing and debugging Python code• Any additional skills/experience in my client's tech stack of Gitlab CI, Zendesk, Esper, Firebase Crashlytics, LogRocket, Prometheus, Grafana and JiraSo What's Next?If you are an experienced Software Support Developer, Application Support Analyst, Software Developer or Python Developer looking for your next technical challenge and the opportunity to further develop your software/platform support skills; apply now for immediate consideration!Software Developer, Platform Support, Python Developer, Software Developer, Application SupportCorriculo Ltd acts as an employment agency and an employment business. #ChannelA #GB"
Python Developer - GIS,Eligo Recruitment Ltd,https://www.cv-library.co.uk/job/223084317/Python-Developer-GIS?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3DnIH6r0_q9El8WaWnAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionJob DescriptionMiratech helps visionaries change the world. We are a global IT services and consulting company that brings together enterprise and start-up innovation. Today, we support digital transformation for some of the world's largest enterprises. By partnering with both large and small players, we stay at the leading edge of technology, remain nimble even as a global leader, and create te...chnology that helps our clients further enhance their business. We are a values-driven organization and our culture of Relentless Performance has enabled over 99% of Miratech's engagements to succeed by meeting or exceeding our scope, schedule, and/or budget objectives since our inception in 1989.Miratech has coverage across 5 continents and operates in over 25 countries around the world. Miratech retains nearly 1000 full-time professionals, and our annual growth rate exceeds 25%.QualificationsWe’re seeking a skilled Middle Python Developer to join our growing Python team and contribute to the development of an extensive AWS-based cloud solution. The ideal candidate will work on complex backend tasks, collaborate closely with cross-functional teams, and ensure scalable, high-quality solutions that align with the product's needs.Miratech is a trusted partner of a leading provider of call center and customer experience solutions. Our client is dedicated to helping large enterprises optimize customer interactions and workforce management. With a comprehensive suite of innovative software products, the company offers tools designed to enhance customer engagement, streamline operations, and improve service delivery. Their solutions are trusted by top-tier organizations worldwide for their reliability, scalability, and advanced functionality, built to support complex environments.Responsibilities:• Write efficient, maintainable code following programming standards to ensure long-term scalability and performance.• Propose optimal strategies to meet business objectives, balancing functionality, speed, and user experience.• Identify, troubleshoot, and fix bugs or technical issues in a timely manner to keep projects on track.• Prepare and maintain detailed, accurate documentation to ensure easy reference and knowledge transfer.• Plan and execute multiple tasks effectively, ensuring deadlines are met and quality is not compromised.• Make targeted modifications and improvements to applications in response to business requirements and user feedback.• Report on project status, milestones, and potential blockers to the Team Leader/Project Manager consistently.Additional Information• 3+ years of Python development with a focus on building scalable, efficient solutions.• Expertise in utilizing Python collections, generators, and key libraries to optimize performance.• ⁠Solid understanding and practical experience in applying OOP principles to design maintainable, scalable systems.• Hands-on experience with AWS (preferred), Azure, or Google Cloud, and a strong understanding of SaaS architecture.• Advanced knowledge of SQL, with hands-on experience in PostgreSQL for efficient database management and queries.• Skilled in using GitHub for version control and collaboration in a team environment.• Excellent written and verbal English communication for clear, effective collaboration.• Experience with unit testing, functional testing, API integrations, CI/CD pipelines, and DevOps best practices.Nice to have:• Experience with additional programming languages, such as TypeScript, is a valuable asset.• Proficiency in a range of technologies, including REST APIs, MVVM frameworks (e.g., Knockout, Angular, React), and more.• Certifications in AWS (e.g., Solutions Architect, DevOps Engineer), demonstrating advanced cloud expertise.• Knowledge of and experience with Vue.js for building dynamic, responsive user interfaces.We offer:• Culture of Relentless Performance: join an unstoppable technology development team with a 99% project success rate and more than 30% year-over-year revenue growth.• Competitive Pay and Benefits: enjoy a comprehensive compensation and benefits package, including health insurance, language courses, and a relocation program.• Work From Anywhere Culture: make the most of the flexibility that comes with remote work.• Growth Mindset: reap the benefits of a range of professional development opportunities, including certification programs, mentorship and talent investment programs, internal mobility and internship opportunities.• Global Impact: collaborate on impactful projects for top global clients and shape the future of industries.• Welcoming Multicultural Environment: be a part of a dynamic, global team and thrive in an inclusive and supportive work environment with open communication and regular team-building company social events.• Social Sustainability Values: join our sustainable business practices focused on five pillars, including IT education, community empowerment, fair operating practices, environmental sustainability, and gender equality.• Miratech is an equal opportunity employer and does not discriminate against any employee or applicant for employment on the basis of race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity, or any other protected status under applicable law."
"Staff Python Engineer - Remote - £115,000",limitless,https://uk.linkedin.com/jobs/view/staff-python-engineer-remote-%C2%A3115-000-at-limitless-4151337489?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,"https://www.google.com/search?sca_esv=fde65a004f3df79d&q=%22Python+Developer%22,+%22Django%22,+%22Remote%22,+%22London%22&udm=8&fbs=ABzOT_CWdhQLP1FcmU5B0fn3xuWpUUqWdTgXKUjCV_Ho6Bxst7TRVjZxLUd87vODDaDVhDCYCR0SnLvXXI8V0hOz0l1rKUo23MauOhfphhAu9WOcoLOAhQTw4PG1jBzR635n3Nw8uTjYxZIPr3vNaTrEkN5ITiNQk-WMbwda7ssiXx8Q8Cvi3lFVTMtDbY49EpXUpz5l178S&sa=X&ved=2ahUKEwibl-yshd2LAxXL_rsIHbcKOUkQs6gLegQIFRAB&biw=1534&bih=781&jbr=sep:0#vhid=vt%3D20/docid%3D4dFEPSqVKVkNHJTTAAAAAA%3D%3D&vssid=jobs-detail-viewer","Job descriptionWe are looking to recruit and experienced Python developer to work on the development of innovative modelling software, You will be working on the development of modelling software that uses AI and ML to makes a real difference enabling to business and government bodies to plan effectively. This will be a mainly remote contract with an occasional need to attend meetings. You will need to be an acc...omplished Python developer ideally with experience of developing or integrating with GIS software.Eligo Recruitment is acting as an Employment Business in relation to this vacancy. Eligo is proud to be an equal opportunity employer dedicated to fostering diversity and creating an inclusive and equitable environment for employees and applicants. We actively celebrate and embrace differences, including but not limited to race, colour, religion, sex, sexual orientation, gender identity, national origin, veteran status, and disability. We encourage applications from individuals of all backgrounds and experiences and all will be considered for employment without discrimination. At Eligo Recruitment diversity, equity and inclusion is integral to achieving our mission to ensure every workplace reflects the richness of human diversity."
